mid_lat,mid_lon,bearing_deg
54.7725,-5.694,0.0
54.7735,-5.694,0.0
54.774,-5.6945,90.0
54.7745,-5.695,0.0
54.775,-5.6945,90.0
54.7755,-5.694,0.0
54.7765,-5.694,0.0
54.777,-5.6945,90.0
54.7775,-5.6945,30.0
54.7785,-5.694,0.0
54.7795,-5.694,0.0
54.7805,-5.694,0.0
54.781,-5.6935,90.0
54.7815,-5.693,0.0
54.7825,-5.693,0.0
54.783,-5.6925,90.0
54.7835,-5.692,0.0
54.7845,-5.692,0.0
54.7855,-5.692,0.0
54.786,-5.6925,90.0
54.7865,-5.693,0.0
54.7875,-5.693,0.0
54.7885,-5.693,0.0
54.789,-5.6925,90.0
54.7895,-5.692,0.0
54.79,-5.6925,90.0
54.7905,-5.693,0.0
54.7915,-5.692,0.0
54.7925,-5.692,0.0
54.7935,-5.691,0.0
54.7945,-5.691,0.0
54.7955,-5.691,0.0
54.7965,-5.691,0.0
54.7975,-5.691,0.0
54.798,-5.6905,90.0
54.7985,-5.69,0.0
54.7995,-5.69,0.0
54.8005,-5.69,0.0
54.8025,-5.69,0.0
54.8035,-5.69,0.0
54.8045,-5.69,0.0
54.805,-5.6905,90.0
54.8055,-5.691,0.0
54.8065,-5.691,0.0
54.8075,-5.691,0.0
54.8085,-5.691,0.0
54.8095,-5.692,0.0
54.8105,-5.692,0.0
54.811,-5.6925,90.0
54.8115,-5.693,0.0
54.812,-5.6935,90.0
54.8135,-5.695,0.0
54.8145,-5.696,0.0
54.815,-5.6965,90.0
54.8155,-5.697,0.0
54.816,-5.6975,90.0
54.8165,-5.698,0.0
54.817,-5.6985,90.0
54.8175,-5.699,0.0
54.8185,-5.699,0.0
54.819,-5.6995,90.0
54.8195,-5.7,0.0
54.8205,-5.7,0.0
54.821,-5.7005,90.0
54.8215,-5.701,0.0
54.822,-5.7015,90.0
54.8225,-5.702,0.0
54.8235,-5.702,0.0
54.8245,-5.703,0.0
54.825,-5.7035,90.0
54.825,-5.7045,90.0
54.8255,-5.705,0.0
54.8265,-5.705,0.0
54.8275,-5.706,0.0
